clust_HDDS,clust_HDDS_predict
4.6875,4.3990016
5.2352943,4.9639831
5.7199998,5.7236977
5.0952382,4.5935163
5.3125,4.6131225
5.4210525,4.9643316
5.2608695,4.6492472
5.6500001,4.6849422
5.318182,4.4173961
5.125,5.0596132
4.9259257,4.839602
4.0952382,4.3878641
4.590909,4.6548905
5.1904764,4.6458244
5.3888888,5.3950844
5.7142859,5.0216594
6.25,5.9693985
5.181818,4.8548851
4.8499999,4.9649329
4.6500001,4.6337013
5.6500001,4.9021068
5.7272725,5.0327587
5.2631578,4.7646232
6.1666665,5.1582675
5.3684211,4.9264483
5.8125,4.6857567
6.1578946,5.6042976
5.7058825,5.2774878
6.5,6.3529415
5.6842103,5.5744238
5.0588236,4.8390317
4.9411764,4.6810837
4.5625,4.8563862
5.1111112,4.9367776
6.0555553,5.9046493
5.2777777,5.4651122
5.8095236,5.8053312
5.3333335,4.8711276
5.3125,4.6151905
5,4.6063886
5.6875,4.7802081
5.4705882,4.6428409
6.4375,5.7761106
6.0999999,6.1276937
5.6363635,5.6227193
5.6500001,5.1687241
5.826087,4.7026286
5.5652175,4.798306
5.2173915,4.816752
5.4444447,4.7281823
4.7777777,4.7383518
5.3888888,5.0619702
4.7777777,4.4090266
4.5999999,4.5884953
5.9130435,5.4919653
5.1666665,4.8329368
5.1666665,4.7785072
4.7333331,4.5576901
4.25,4.764019
4.4000001,4.4322019
4.8499999,4.7162871
6.3157897,6.047215
6.2142859,5.9019756
6.818182,6.7100105
6.409091,6.4819202
6.4210525,6.3723307
5.695652,5.3531384
6.8000002,7.9216566
5.7083335,5.4175744
6.25,5.3841395
5.8125,5.2750411
4.8421054,4.6552095
4.9444447,4.6259112
4.8235292,4.4316239
5.2631578,4.7256141
5.2380953,4.4518037
4.7058825,4.3132081
6.4499998,6.0467987
6.3157897,5.2398796
5.7894735,4.9175892
5.4210525,4.9400415
5.5714288,4.8398409
6,5.102529
5.2222223,4.968904
5.4285712,4.9632254
6.1904764,5.8415518
5.4375,4.2280746
5.4499998,4.6920285
5.25,5.1132445
4.7777777,4.9117351
5.8888888,5.2384982
6.352941,6.1722589
6.2631578,5.2744594
6.2727275,6.174871
6.6315789,5.7561631
5.96,6.1077251
5.8499999,5.6571898
6.125,5.4885178
5.625,4.6974478
6.0454545,4.9797363
5.2941175,4.8906374
6.0526314,5.7614527
5.681818,5.1152296
5.352941,5.2076931
5.0625,5.1081285
5.1764708,4.9438329
5.8235292,4.6381068
5.6666665,4.8931875
5.25,4.3750539
5.4736843,4.8118396
6.8571429,7.3817477
5.9130435,4.8363829
5.5500002,4.7413797
5.3636365,4.5373812
5.4347825,4.5325084
5.2857141,4.5781217
6.1599998,5.9769182
6.0555553,5.4944515
5.9000001,5.4892149
5.3000002,4.5104294
4.3684211,4.4249916
4.8000002,4.6035633
4.9523811,4.7963166
4.8571429,4.4638777
5.7391305,4.914372
4.9629631,4.5324559
4.8823528,4.6733952
5,4.7882633
6.5,6.045094
5.8499999,5.7012172
5.5,4.5798841
5.3684211,4.6869149
5.1999998,4.7767496
5.7142859,5.0563226
4.9523811,4.642025
5.5714288,4.4243326
5.4117646,4.8001137
5.090909,4.7051125
5.5714288,5.1154003
6.3125,6.021297
5.8888888,5.2932668
6.1052632,5.6324902
5.5625,4.5670209
5.5500002,4.068943
5.304348,4.2051616
5.7368422,4.8315849
5.4761906,4.7740927
5.4736843,5.0049033
5.5,4.9323959
6.1111112,5.4576077
6.3846154,6.4644041
5.9130435,5.5706587
6,5.4822736
6.2105265,5.7043667
6.5714288,5.919436
6.6666665,7.502749
