,clust_HDDS,pred
0,4.6875,4.724104999357236
1,5.2352943,5.0362104976984075
2,5.7199998,5.740496295364825
3,5.095238200000001,4.76152987262065
4,5.3125,4.9970853842505605
5,5.4210525,5.203567562336295
6,5.2608695,4.85667169089603
7,5.6500001,4.888986447787703
8,5.318182,4.648326801357789
9,5.125,5.1414207967011425
10,4.9259257000000005,4.933972527127448
11,4.095238200000001,4.67706518376691
12,4.590909,4.746179514246708
13,5.1904764000000005,4.6918992277640985
14,5.3888888,5.351569474722249
15,5.7142859,5.0462779225288275
16,6.25,5.860091572677522
17,6.0,5.755365127116644
18,5.181818,4.852405610225419
19,4.8499999,5.098959362563212
20,4.6500001,4.584926910540099
21,5.6500001,5.047435898443074
22,5.7272725,5.106699653349782
23,5.2631578,4.800110862077627
24,6.1666665,5.273816103026137
25,5.3684211,5.021356325606393
26,5.8125,4.8716820526731395
27,6.1578946,5.409003757667738
28,5.7058824999999995,4.997327504757278
29,6.5,6.035163451155549
30,6.1052632000000004,5.811188393522526
31,5.684210299999999,5.608506290447428
32,5.058823599999999,4.95079309866245
33,4.941176400000001,4.8165574539685885
34,4.5625,4.887488192864514
35,5.1111112,4.957850722364736
36,6.0555553,5.713120832557497
37,5.277777700000001,5.78554082254997
38,5.8095235999999995,5.756437849545385
39,5.3333335,5.0474093690977435
40,5.3125,4.864568281320225
41,5.0,4.897794962481752
42,5.6875,4.997213968224833
43,5.470588200000001,4.809779198893064
44,6.4375,5.706466785555897
45,6.0999999,5.897690303692691
46,5.6363635,5.706659913512926
47,5.6500001,5.24436566902739
48,5.826087,4.934047168731232
49,5.5652175,5.02648508103414
50,5.2173915,5.014197444741885
51,5.4444447,4.936796788691733
52,4.777777700000001,4.8107963652025365
53,5.3888888,5.205907423500381
54,4.777777700000001,4.702285607737801
55,4.5999999,4.806212651886874
56,5.9130435,5.541531098893754
57,5.1666665,4.941252216363898
58,5.1666665,4.92504828120342
59,4.733333099999999,4.8092681087197455
60,4.25,4.927575805854256
61,4.4000001,4.639562582988121
62,4.8499999,4.92175386668391
63,6.315789700000001,6.047413906246786
64,6.2142859,5.866380624515442
65,6.818182000000001,6.312684331563862
66,6.409091,6.14956899140069
67,6.4210525,6.099709775771254
68,5.695652,5.323624082195067
69,6.8000002,6.908758118066346
70,5.7083335,5.517061412081405
71,6.25,5.459683597327217
72,5.8125,5.395808406936435
73,4.8421054,4.729992062067664
74,4.9444447,4.928338524732372
75,4.8235292,4.751451681393106
76,5.2631578,4.734575838396891
77,5.2380953,4.516765725260492
78,4.7058824999999995,4.299410044796783
79,6.4499998,5.788763196745656
80,6.315789700000001,5.314989350264263
81,5.7894735,5.075053506680279
82,5.4210525,4.98376404698076
83,5.5714288,4.941567975663162
84,6.0,5.237686487664737
85,5.222222299999999,5.122053909523514
86,5.4285712,5.0098800680951605
87,6.1904764000000005,5.713759266645826
88,5.4375,4.5620379204235295
89,4.9444447,4.242482108430635
90,5.4499998,4.625723625287049
91,5.25,5.132656936617671
92,4.777777700000001,4.851450712388556
93,5.8888888,5.337063512218863
94,6.352941,6.080851387701812
95,6.2631578,5.586446373504655
96,6.2727275,5.975416665469319
97,6.6315789,5.928117350081349
98,5.96,5.914593453330688
99,5.8499999,5.657034666120786
100,6.125,5.540189829010596
101,5.625,4.757150862650691
102,6.0454545,5.01695174943193
103,5.2941175000000005,4.958493005583555
104,6.052631400000001,5.673469815912081
105,5.681818,5.113479639546511
106,5.352941,5.29893941535612
107,5.0625,5.202804304171575
108,5.1764708,5.0374332654058716
109,5.8235292,5.01736826166851
110,5.6666665,5.08599737656319
111,5.25,4.776215665852138
112,5.4736843,5.148265352873273
113,6.8571429,6.661227969460477
114,5.9130435,5.0528428896249045
115,5.5500002,4.900341564840175
116,5.3636365,4.842182596538753
117,5.4347825,4.759877632384791
118,5.2857141,4.768583416998007
119,6.1599998,5.9743106610880465
120,6.0555553,5.602589079046784
121,5.9000001,5.5292303582632485
122,5.3000002,4.758611211305763
123,4.3684211,4.60595549903247
124,4.8000002,4.855512130053059
125,4.952381099999999,4.991314211939166
126,4.8571429,4.7764766628279505
127,5.7391305,5.061844821843555
128,4.9629631,4.845518874267663
129,4.8823528,4.884014275882539
130,5.0,4.959993729101537
131,6.5,6.065526895184403
132,5.8499999,5.797925780265143
133,5.5,4.780792824465839
134,5.3684211,4.862437960579886
135,5.1999998,4.809793516598246
136,5.7142859,4.94450299585105
137,4.952381099999999,4.537143578262941
138,5.5714288,4.832952198506732
139,5.4117646,4.843237607511833
140,5.090909,4.86845711899387
141,5.5714288,5.196813044553485
142,6.3125,5.861436570755471
143,5.8888888,5.333743504960594
144,6.1052632000000004,5.606820685637883
145,5.5625,4.687704352525891
146,5.5500002,4.556283199132354
147,5.304348,4.553156254845399
148,5.7368422,4.796454677853064
149,5.4761906,4.735540223847969
150,5.4736843,5.0181432126131424
151,5.5,5.021436407991256
152,6.1111112,5.569712804665543
153,6.3846154,6.1469231998103675
154,5.9130435,5.597377613109438
155,6.0,5.5958352641653715
156,6.2105265,5.705256667266993
157,6.5714288,5.833232798159578
158,6.666666499999999,6.588464643537732
159,5.7272725,5.114719734929983
160,4.947368599999999,4.823639385999462
161,6.173913,5.348505614115499
162,5.5625,5.1802076556854795
163,5.5263157,5.257967235962039
164,5.2105265,4.908694167389515
165,6.090909,5.212879010418187
166,4.5,4.750021959318463
167,5.8095235999999995,5.28188837549454
168,6.0555553,5.924121553245607
169,6.0500002,5.614011131796078
170,6.1428571,6.044757914933457
171,5.941176400000001,5.390844748532875
172,4.1578946000000006,4.643039334871983
173,5.315789700000001,4.9056707312298276
174,5.3000002,5.083174755929855
175,5.0555553,5.106551459928236
176,5.2105265,4.725778236410191
177,5.6500001,5.127533608707057
178,5.2941175000000005,4.804226206200524
179,4.625,4.571649982340044
180,4.8636365,4.505086144474031
181,4.3333335,4.51727750893894
182,5.652174,5.244330304870694
183,5.470588200000001,4.759200284863372
184,6.6296296,6.410239238356015
185,6.0999999,6.171574551664939
186,5.647059,5.24628349168928
187,5.7272725,5.205746002080342
188,4.875,4.606696517187595
189,5.5714288,5.0710889884426615
190,5.2272725,4.387002965808362
191,5.4000001,4.779646954888874
192,5.625,5.049883749558366
193,5.5714288,4.886231503804874
194,5.5263157,5.091905062136273
195,5.8666668,5.430995327857859
196,5.3333335,5.076389314746667
197,5.125,4.7360158081637875
198,5.3888888,4.897281607714
199,6.2631578,5.609231962688558
200,6.3333335,6.0237552966665175
201,6.409091,6.153259019781454
202,6.599999900000001,5.865185904956535
203,6.7894735,6.503606294540509
